total_keystrokes,avg_inter_key_time_ms,total_clicks,avg_inter_click_time_ms,scroll_events,avg_scroll_magnitude,active_application,application_category
4.948759890378168,5.296315363877364,0.0,,0.0,,Discord,Comunicación
5.030437921392435,5.271973391208435,0.0,,0.0,,Discord,Comunicación
4.574710978503383,5.138148614395216,0.0,,0.0,,Discord,Comunicación
4.919980925828125,5.125351904678107,0.0,,0.0,,Discord,Comunicación
4.955827057601261,5.310904482053508,0.0,,0.0,,Discord,Comunicación
4.844187086458591,5.3217083193386125,0.0,,0.0,,Discord,Comunicación
4.997212273764115,5.366754528101265,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.564348191467836,5.371412921618587,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.941642422609304,5.117794191695461,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.6913478822291435,5.283034509683519,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.890349128221754,5.347583607850955,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0369526024136295,5.10594547390058,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.634728988229636,5.433430840355211,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.770684624465665,5.459159891664867,0.0,,0.0,,Edge,Navegadores
4.68213122712422,5.390592642657207,0.0,,0.0,,Edge,Navegadores
5.176149732573829,5.372032404370318,0.0,,0.0,,Edge,Navegadores
4.897839799950911,5.297316866214453,0.0,,0.0,,Edge,Navegadores
5.19295685089021,5.154639433346286,0.0,,0.0,,Edge,Navegadores
4.969813299576001,5.36441716825256,0.0,,0.0,,Edge,Navegadores
5.0689042022202315,5.19295685089021,0.0,,0.0,,Edge,Navegadores
4.727387818712341,5.214573373115076,0.0,,0.0,,Youtube,Otros
5.2574953720277815,5.248251388874553,0.0,,0.0,,Youtube,Otros
4.663439094112067,5.094159115144908,0.0,,0.0,,Youtube,Otros
5.075173815233827,5.434740407657681,0.0,,0.0,,Youtube,Otros
4.532599493153256,5.360822571899434,0.0,,0.0,,Youtube,Otros
4.672828834461906,5.250701512606374,0.0,,0.0,,Youtube,Otros
4.927253685157205,5.22413246835866,0.0,,0.0,,Excel,Otros
5.075173815233827,5.234134337771124,0.0,,0.0,,Excel,Otros
4.955827057601261,5.410603842276596,0.0,,0.0,,Excel,Otros
4.787491742782046,5.279983659859532,0.0,,0.0,,Excel,Otros
5.099866427824199,5.236441962829949,0.0,,0.0,,Excel,Otros
4.955827057601261,5.251051040746947,0.0,,0.0,,Excel,Otros
4.7535901911063645,5.273341380477859,0.0,,0.0,,Excel,Otros
4.762173934797756,5.1997853354837655,0.0,,0.0,,Excel,Otros
4.787491742782046,5.292299294222474,0.0,,0.0,,Excel,Otros
4.634728988229636,5.367221345195248,0.0,,0.0,,Excel,Otros
5.117993812416755,5.201806466167193,0.0,,0.0,,Excel,Otros
5.003946305945459,5.337858541168569,0.0,,0.0,,Excel,Otros
5.231108616854587,5.363636832668679,0.0,,0.0,,Excel,Otros
4.584967478670572,5.383424153178595,0.0,,0.0,,Excel,Otros
4.969813299576001,5.334810002907062,0.0,,0.0,,Copilot,IDE/Desarrollo
5.0106352940962555,5.336415655146695,0.0,,0.0,,Copilot,IDE/Desarrollo
4.882801922586371,5.45660234551375,0.0,,0.0,,Copilot,IDE/Desarrollo
4.897839799950911,5.167639042905921,0.0,,0.0,,Copilot,IDE/Desarrollo
4.919980925828125,5.418467967678499,0.0,,0.0,,Copilot,IDE/Desarrollo
4.762173934797756,5.340738082431988,0.0,,0.0,,Copilot,IDE/Desarrollo
4.7535901911063645,5.2939746171139,0.0,,0.0,,WSL,Desarrollo/Terminal
4.727387818712341,5.3572150077955225,0.0,,0.0,,WSL,Desarrollo/Terminal
5.003946305945459,5.446018722695388,0.0,,0.0,,WSL,Desarrollo/Terminal
5.288267030694535,5.3416960898499815,0.0,,0.0,,WSL,Desarrollo/Terminal
4.875197323201151,5.274707500908903,0.0,,0.0,,WSL,Desarrollo/Terminal
4.77912349311153,5.252622407285907,0.0,,0.0,,WSL,Desarrollo/Terminal
4.61512051684126,5.298317366548036,0.0,,0.0,,WSL,Desarrollo/Terminal
5.241747015059643,5.249127122357265,0.0,,0.0,,Discord,Comunicación
4.574710978503383,5.15502419672156,0.0,,0.0,,Discord,Comunicación
4.919980925828125,5.264415814872355,0.0,,0.0,,Discord,Comunicación
4.442651256490317,5.415211118019536,0.0,,0.0,,Discord,Comunicación
4.770684624465665,5.382505316973062,0.0,,0.0,,Discord,Comunicación
5.043425116919247,5.201806466167193,0.0,,0.0,,Discord,Comunicación
4.584967478670572,5.460294482624759,0.0,,0.0,,Discord,Comunicación
4.997212273764115,5.3097517441737,0.0,,0.0,,Youtube,Otros
5.1298987149230735,5.190546541018379,0.0,,0.0,,Youtube,Otros
4.912654885736052,5.41935436159087,0.0,,0.0,,Youtube,Otros
5.236441962829949,5.291292751611072,0.0,,0.0,,Youtube,Otros
5.075173815233827,5.263898439677577,0.0,,0.0,,Youtube,Otros
5.262690188904886,5.3416960898499815,0.0,,0.0,,Youtube,Otros
5.017279836814924,5.291124895966532,0.0,,0.0,,Copilot,IDE/Desarrollo
4.8283137373023015,5.218191322068752,0.0,,0.0,,Copilot,IDE/Desarrollo
4.77912349311153,5.386938558201565,0.0,,0.0,,Copilot,IDE/Desarrollo
4.532599493153256,5.286750730176571,0.0,,0.0,,Copilot,IDE/Desarrollo
4.927253685157205,5.2659663363303775,0.0,,0.0,,Copilot,IDE/Desarrollo
5.0238805208462765,5.371567828287629,0.0,,0.0,,Copilot,IDE/Desarrollo
4.564348191467836,5.365664440007647,0.0,,0.0,,Copilot,IDE/Desarrollo
4.624972813284271,5.199233408324138,0.0,,0.0,,WSL,Desarrollo/Terminal
4.8283137373023015,5.226463262780053,0.0,,0.0,,WSL,Desarrollo/Terminal
5.030437921392435,5.363168338867653,0.0,,0.0,,WSL,Desarrollo/Terminal
5.043425116919247,5.264243386214285,0.0,,0.0,,WSL,Desarrollo/Terminal
4.875197323201151,5.279644101282416,0.0,,0.0,,WSL,Desarrollo/Terminal
4.736198448394496,5.246322071429656,0.0,,0.0,,WSL,Desarrollo/Terminal
4.770684624465665,5.186454273402644,0.0,,0.0,,WSL,Desarrollo/Terminal
4.927253685157205,5.248251388874553,0.0,,0.0,,Excel,Otros
5.017279836814924,5.332396680200899,0.0,,0.0,,Excel,Otros
4.990432586778736,5.28184917384073,0.0,,0.0,,Excel,Otros
5.231108616854587,5.133442723357803,0.0,,0.0,,Excel,Otros
4.7535901911063645,5.382045582078749,0.0,,0.0,,Excel,Otros
5.049856007249537,5.437934370883953,0.0,,0.0,,Excel,Otros
5.25227342804663,5.274536837882633,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.0106352940962555,5.3431313823378295,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.919980925828125,5.408814666311016,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.081404364984463,5.311562593298057,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.288267030694535,5.061117148244093,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.787491742782046,5.218913343760768,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.093750200806762,5.290285194850773,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.0238805208462765,5.298317366548036,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.812184355372417,5.2327116094500425,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.093750200806762,5.290621159913567,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.890349128221754,5.335934230119343,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.969813299576001,5.437789411834631,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.7535901911063645,5.4712898006158825,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.718498871295094,5.378975269565491,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.147494476813453,5.1436109767870555,0.0,,0.0,,Slack,Comunicación
4.983606621708336,5.193697317417934,0.0,,0.0,,Slack,Comunicación
4.882801922586371,5.393324470126371,0.0,,0.0,,Slack,Comunicación
5.111987788356544,5.284387461014539,0.0,,0.0,,Slack,Comunicación
5.225746673713202,5.228073713159432,0.0,,0.0,,Slack,Comunicación
5.147494476813453,5.257321745844517,0.0,,0.0,,Slack,Comunicación
4.990432586778736,5.182158012007751,0.0,,0.0,,Discord,Comunicación
5.147494476813453,5.333523622282656,0.0,,0.0,,Discord,Comunicación
4.736198448394496,5.451896454476337,0.0,,0.0,,Discord,Comunicación
4.983606621708336,5.355799801961399,0.0,,0.0,,Discord,Comunicación
4.890349128221754,5.225029570778204,0.0,,0.0,,Discord,Comunicación
4.532599493153256,5.386633447596605,0.0,,0.0,,Discord,Comunicación
5.030437921392435,5.33207446334617,0.0,,0.0,,Discord,Comunicación
4.941642422609304,5.327714343398824,0.0,,0.0,,Youtube,Otros
4.890349128221754,5.24790088063402,0.0,,0.0,,Youtube,Otros
5.170483995038151,5.389984555073861,0.0,,0.0,,Youtube,Otros
5.14166355650266,5.310081233468279,0.0,,0.0,,Youtube,Otros
4.836281906951478,5.4503228900289065,0.0,,0.0,,Youtube,Otros
5.075173815233827,5.217288061235954,0.0,,0.0,,Youtube,Otros
5.236441962829949,5.418172328356316,0.0,,0.0,,Youtube,Otros
5.2574953720277815,5.218732887205194,0.0,,0.0,,Edge,Navegadores
5.262690188904886,5.34774224987556,0.0,,0.0,,Edge,Navegadores
4.795790545596741,5.404777277649164,0.0,,0.0,,Edge,Navegadores
5.209486152841421,5.3883104050747415,0.0,,0.0,,Edge,Navegadores
4.564348191467836,5.318283379188914,0.0,,0.0,,Edge,Navegadores
4.68213122712422,5.31041061423542,0.0,,0.0,,Edge,Navegadores
4.762173934797756,5.46763811116474,0.0,,0.0,,Zoom,Comunicación
5.231108616854587,5.291963892575861,0.0,,0.0,,Zoom,Comunicación
5.0238805208462765,5.117594531117779,0.0,,0.0,,Zoom,Comunicación
5.0106352940962555,5.2100324516804655,0.0,,0.0,,Zoom,Comunicación
5.159055299214529,5.356900690646934,0.0,,0.0,,Zoom,Comunicación
5.176149732573829,5.435467204695271,0.0,,0.0,,Zoom,Comunicación
4.795790545596741,5.253842876446207,0.0,,0.0,,Zoom,Comunicación
5.159055299214529,5.281001644338349,0.0,,0.0,,Youtube,Otros
4.955827057601261,5.295480011727876,0.0,,0.0,,Youtube,Otros
4.727387818712341,5.355799801961399,0.0,,0.0,,Youtube,Otros
4.77912349311153,5.231999485510388,0.0,,0.0,,Youtube,Otros
4.820281565605037,5.39286968348926,0.0,,0.0,,Youtube,Otros
4.74493212836325,5.333201768401539,0.0,,0.0,,Youtube,Otros
5.075173815233827,5.3831179682405015,0.0,,0.0,,Youtube,Otros
4.882801922586371,5.332235584751498,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.836281906951478,5.196284640982885,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.653960350157523,5.196100053995743,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.624972813284271,5.233601051828345,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.820281565605037,5.211305989558407,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0106352940962555,5.3832710724282,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.51085950651685,5.45418086437897,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.74493212836325,5.410901727295182,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.081404364984463,5.255061857877079,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.10594547390058,5.194437236060645,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.812184355372417,5.367221345195248,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.718498871295094,5.306946693246092,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.043425116919247,5.31697554836657,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0689042022202315,5.382964840608321,0.0,,0.0,,Microsoft Word,Otros
5.017279836814924,5.230395350062579,0.0,,0.0,,Microsoft Word,Otros
4.90527477843843,5.236796509899786,0.0,,0.0,,Microsoft Word,Otros
4.867534450455582,5.378513908542313,0.0,,0.0,,Microsoft Word,Otros
4.912654885736052,5.405825574263322,0.0,,0.0,,Microsoft Word,Otros
4.718498871295094,5.243861180751978,0.0,,0.0,,Microsoft Word,Otros
4.844187086458591,5.310904482053508,0.0,,0.0,,Microsoft Word,Otros
4.927253685157205,5.39286968348926,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.075173815233827,5.422892101129667,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.584967478670572,5.367998889748845,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.10594547390058,5.344087100792225,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.727387818712341,5.090062427727577,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.241747015059643,5.266654686039195,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.056245805348308,5.290117169982697,0.0,,0.0,,Brave Browser,Navegadores
5.062595033026967,5.319915766100532,0.0,,0.0,,Brave Browser,Navegadores
4.844187086458591,5.289276621895888,0.0,,0.0,,Brave Browser,Navegadores
4.897839799950911,5.321382639479033,0.0,,0.0,,Brave Browser,Navegadores
4.836281906951478,5.388005712811568,0.0,,0.0,,Brave Browser,Navegadores
4.770684624465665,5.379743731910232,0.0,,0.0,,Brave Browser,Navegadores
4.8283137373023015,5.31566600488265,0.0,,0.0,,Brave Browser,Navegadores
4.634728988229636,5.2216162916177655,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.442651256490317,5.26923178565294,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.9344739331306915,5.21275947818639,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.605170185988092,5.252622407285907,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.267858159063328,5.221256320411575,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.19295685089021,5.221436322212079,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.912654885736052,5.226105032434112,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.14166355650266,5.354697699984144,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.844187086458591,5.370327902524309,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.030437921392435,5.383424153178595,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.170483995038151,5.385870263555898,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.804021044733257,5.329654521857077,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.941642422609304,5.202540411154268,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.056245805348308,5.407171771460119,0.0,,0.0,,Copilot,IDE/Desarrollo
5.247024072160486,5.142053344073371,0.0,,0.0,,Copilot,IDE/Desarrollo
4.812184355372417,5.2999826458670976,0.0,,0.0,,Copilot,IDE/Desarrollo
4.770684624465665,5.156177599386914,0.0,,0.0,,Copilot,IDE/Desarrollo
5.262690188904886,5.413727218058864,0.0,,0.0,,Copilot,IDE/Desarrollo
4.59511985013459,5.223773401927513,0.0,,0.0,,Copilot,IDE/Desarrollo
5.062595033026967,5.368620490390461,0.0,,0.0,,Copilot,IDE/Desarrollo
5.0689042022202315,5.354224998486333,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.955827057601261,5.390288645086847,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.288267030694535,5.2671706375511995,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.343805421853684,5.354067381652529,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.093750200806762,5.107963638056818,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.093750200806762,5.151555985152633,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.709530201312334,5.341536485668013,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0238805208462765,5.368775830196598,0.0,,0.0,,Copilot,IDE/Desarrollo
4.875197323201151,5.247550249494384,0.0,,0.0,,Copilot,IDE/Desarrollo
4.812184355372417,5.279983659859532,0.0,,0.0,,Copilot,IDE/Desarrollo
4.812184355372417,5.376974499371313,0.0,,0.0,,Copilot,IDE/Desarrollo
5.030437921392435,5.32593253358101,0.0,,0.0,,Copilot,IDE/Desarrollo
4.955827057601261,5.302973178084231,0.0,,0.0,,Copilot,IDE/Desarrollo
4.5217885770490405,5.294309345150498,0.0,,0.0,,Slack,Comunicación
5.288267030694535,5.321219759765341,0.0,,0.0,,Slack,Comunicación
4.762173934797756,5.2327116094500425,0.0,,0.0,,Slack,Comunicación
4.962844630259907,5.413875707182309,0.0,,0.0,,Slack,Comunicación
5.159055299214529,5.297650477560333,0.0,,0.0,,Slack,Comunicación
4.820281565605037,5.254887808620701,0.0,,0.0,,Slack,Comunicación
4.51085950651685,5.294141995137556,0.0,,0.0,,Slack,Comunicación
5.093750200806762,5.325283814777851,0.0,,0.0,,WSL,Desarrollo/Terminal
4.605170185988092,5.341057520224195,0.0,,0.0,,WSL,Desarrollo/Terminal
4.6913478822291435,5.339139361068292,0.0,,0.0,,WSL,Desarrollo/Terminal
4.990432586778736,5.261480476496063,0.0,,0.0,,WSL,Desarrollo/Terminal
4.6913478822291435,5.188130407513281,0.0,,0.0,,WSL,Desarrollo/Terminal
5.030437921392435,5.321871119501772,0.0,,0.0,,WSL,Desarrollo/Terminal
4.6443908991413725,5.406424107873888,0.0,,0.0,,WSL,Desarrollo/Terminal
4.418840607796598,5.288435366693586,0.0,,0.0,,Brave Browser,Navegadores
4.983606621708336,5.436338664445412,0.0,,0.0,,Brave Browser,Navegadores
4.927253685157205,5.316484670503486,0.0,,0.0,,Brave Browser,Navegadores
4.787491742782046,5.2611345754203205,0.0,,0.0,,Brave Browser,Navegadores
4.897839799950911,5.432411101028736,0.0,,0.0,,Brave Browser,Navegadores
4.997212273764115,5.379282725371142,0.0,,0.0,,Brave Browser,Navegadores
4.812184355372417,5.261999103873925,0.0,,0.0,,Zoom,Comunicación
4.875197323201151,5.461852446256935,0.0,,0.0,,Zoom,Comunicación
5.176149732573829,5.353752073436137,0.0,,0.0,,Zoom,Comunicación
4.867534450455582,5.305789381386738,0.0,,0.0,,Zoom,Comunicación
4.787491742782046,5.382198850528739,0.0,,0.0,,Zoom,Comunicación
4.948759890378168,5.107560330932981,0.0,,0.0,,Zoom,Comunicación
5.049856007249537,5.365976015021851,0.0,,0.0,,Zoom,Comunicación
4.859812404361672,5.231286854088816,0.0,,0.0,,Edge,Navegadores
4.927253685157205,5.316320990987611,0.0,,0.0,,Edge,Navegadores
4.955827057601261,5.165737901648896,0.0,,0.0,,Edge,Navegadores
5.049856007249537,5.20601931240167,0.0,,0.0,,Edge,Navegadores
4.718498871295094,5.386022946967143,0.0,,0.0,,Edge,Navegadores
5.288267030694535,5.227179338714697,0.0,,0.0,,Edge,Navegadores
4.718498871295094,5.280153395920365,0.0,,0.0,,Edge,Navegadores
4.9344739331306915,5.317793143048693,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.74493212836325,5.208210293741893,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.983606621708336,5.354697699984144,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.574710978503383,5.181408948302314,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.247024072160486,5.398916565104153,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.564348191467836,5.1283195594429145,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.147494476813453,5.207480499876261,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.990432586778736,5.32560822678394,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.043425116919247,5.3539097399717415,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.859812404361672,5.435031189863858,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.672828834461906,5.2100324516804655,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.852030263919617,5.31599355156098,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.6443908991413725,5.303968038056851,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.736198448394496,5.3573721293293515,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.795790545596741,5.359412465907847,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.820281565605037,5.31533835088234,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.003946305945459,5.312384623759472,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.288267030694535,5.446018722695388,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.68213122712422,5.255931650051599,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.153291594497779,5.225567446183373,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.890349128221754,5.055608659738987,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.74493212836325,5.323335129523325,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.844187086458591,5.195361365134822,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.0106352940962555,5.385259296681845,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.90527477843843,5.374969718069119,0.0,,0.0,,Terminal,Desarrollo/Terminal
4.997212273764115,5.333362708290838,0.0,,0.0,,Terminal,Desarrollo/Terminal
5.19295685089021,5.226105032434112,0.0,,0.0,,Copilot,IDE/Desarrollo
4.820281565605037,5.180471828938447,0.0,,0.0,,Copilot,IDE/Desarrollo
4.912654885736052,5.2859073464713555,0.0,,0.0,,Copilot,IDE/Desarrollo
5.0106352940962555,5.2859073464713555,0.0,,0.0,,Copilot,IDE/Desarrollo
4.762173934797756,5.210760386198505,0.0,,0.0,,Copilot,IDE/Desarrollo
5.0689042022202315,5.346948787959773,0.0,,0.0,,Copilot,IDE/Desarrollo
4.663439094112067,5.499760490882907,0.0,,0.0,,Copilot,IDE/Desarrollo
4.61512051684126,5.1480757032174935,0.0,,0.0,,Google Chrome,Navegadores
5.062595033026967,5.261826257965621,0.0,,0.0,,Google Chrome,Navegadores
4.6913478822291435,5.347424940655064,0.0,,0.0,,Google Chrome,Navegadores
4.77912349311153,5.391352232515226,0.0,,0.0,,Google Chrome,Navegadores
4.941642422609304,5.3067814449601665,0.0,,0.0,,Google Chrome,Navegadores
5.1298987149230735,5.297650477560333,0.0,,0.0,,Google Chrome,Navegadores
4.919980925828125,5.190360891709389,0.0,,0.0,,Google Chrome,Navegadores
4.51085950651685,5.211487791213303,0.0,,0.0,,Youtube,Otros
4.762173934797756,5.166308623627671,0.0,,0.0,,Youtube,Otros
4.736198448394496,5.323497665078335,0.0,,0.0,,Youtube,Otros
4.812184355372417,5.401174751987744,0.0,,0.0,,Youtube,Otros
4.795790545596741,5.323172567546213,0.0,,0.0,,Youtube,Otros
4.584967478670572,5.37912900928445,0.0,,0.0,,Youtube,Otros
4.634728988229636,5.279813894983477,0.0,,0.0,,Microsoft Word,Otros
4.927253685157205,5.287256419188612,0.0,,0.0,,Microsoft Word,Otros
4.736198448394496,5.431098477781855,0.0,,0.0,,Microsoft Word,Otros
5.181783550292085,5.279644101282416,0.0,,0.0,,Microsoft Word,Otros
5.003946305945459,5.238567362142263,0.0,,0.0,,Microsoft Word,Otros
4.795790545596741,5.243333058215277,0.0,,0.0,,Microsoft Word,Otros
4.68213122712422,5.339299348269657,0.0,,0.0,,Microsoft Word,Otros
4.859812404361672,5.38081858805978,0.0,,0.0,,Slack,Comunicación
4.927253685157205,5.235377566774162,0.0,,0.0,,Slack,Comunicación
4.787491742782046,5.364261149842071,0.0,,0.0,,Slack,Comunicación
5.087596335232384,5.2999826458670976,0.0,,0.0,,Slack,Comunicación
5.10594547390058,5.251225759014186,0.0,,0.0,,Slack,Comunicación
4.9344739331306915,5.238567362142263,0.0,,0.0,,Slack,Comunicación
4.836281906951478,5.184962014218805,0.0,,0.0,,Slack,Comunicación
5.017279836814924,5.224850214666164,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.709530201312334,5.317793143048693,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0106352940962555,5.213848209921586,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.820281565605037,5.279644101282416,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
5.0238805208462765,5.260615499364025,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.663439094112067,5.120784326485879,0.0,,0.0,,Visual Studio Code,IDE/Desarrollo
4.983606621708336,5.276071757600717,0.0,,0.0,,WSL,Desarrollo/Terminal
5.123963979403259,5.3782062162321935,0.0,,0.0,,WSL,Desarrollo/Terminal
4.7535901911063645,5.368309738368072,0.0,,0.0,,WSL,Desarrollo/Terminal
4.736198448394496,5.331107189371028,0.0,,0.0,,WSL,Desarrollo/Terminal
4.51085950651685,5.3590988388078955,0.0,,0.0,,WSL,Desarrollo/Terminal
4.890349128221754,5.273683085589676,0.0,,0.0,,WSL,Desarrollo/Terminal
4.882801922586371,5.299816242671772,0.0,,0.0,,WSL,Desarrollo/Terminal
4.983606621708336,5.364261149842071,0.0,,0.0,,WSL,Desarrollo/Terminal
4.574710978503383,5.218913343760768,0.0,,0.0,,WSL,Desarrollo/Terminal
5.288267030694535,5.425390449111513,0.0,,0.0,,WSL,Desarrollo/Terminal
4.927253685157205,5.241217774507464,0.0,,0.0,,WSL,Desarrollo/Terminal
4.812184355372417,5.319263131063499,0.0,,0.0,,WSL,Desarrollo/Terminal
